Date,H75274,B83188,E88953,I86594,H81564,E77259,I89824,H84386,C54148,H89803,H89011,I87439,F89330,H31500,D75261,F83143,E10874,E18438,B28484,E80050,E82598,H11348,H38746,H88405,F85464,I84624,B89952,D75652,H85765,H89234,H90001,D88434,G77530,E85744,I88546,G59010,H84215,H66800,E75470,I90366,H11992,H88214,H57007,H84007,I85077,E46463,E54253,H90434,H70703,D80928,D89155,H86451,H89282,H63467,H79356,F23887,H86143,H88222,C80193,E27430,E82547,I86144,E89456,H89490,E77157,H89233,D89971,E88352,H89748,F63773,H10629,B86341,H75336,G90371,E62228,H78852,D80070,H90003,I83303,D79686,H77607,H89517,H79665,D85926,F87447,D36281,H88404,C84603,E12490,H81299,I84373,H75269,H90038
Y2008M11,-0.002459,0.062269,-0.01673,-0.113751,0.033569,-0.116973,0.366667,-0.069832,-0.043986,-0.037037,-0.184517,-0.138528,-0.089939,-0.130909,-0.364821,-0.105025,-0.204611,0.092254,-0.102475,-0.223282,-0.002217,-0.068182,-0.046828,-0.067219,-0.005952,0.061372,0.025396,0.008896,-0.051951,-0.15226,-0.091341,0.38055,-0.274419,0.419523,-0.06,0.006182,-0.0375,0.052356,-0.198564,0.0392,-0.058622,-0.157394,-0.101514,0.216418,-0.305136,-0.052133,-0.085556,-0.062312,-0.235457,-0.33687,-0.097373,-0.063158,-0.054256,-0.026559,-0.118665,0.145861,-0.152408,-0.119256,-0.429022,-0.358453,-0.270853,-0.16711,-0.124841,-0.131821,-0.116259,-0.077066,-0.104994,-0.233,-0.052347,0.208566,-0.038168,0.169863,-0.256216,-0.144231,-0.408353,-0.017785,-0.103679,-0.086693,0.367521,-0.297195,-0.062511,-0.226667,-0.033223,-0.064421,0.099848,-0.327612,-0.08982,0.285829,-0.116919,-0.128564,-0.004915,-0.063309,-0.14011
Y2008M12,0.191543,0.004013,0.160866,-0.072299,-0.081861,-0.187013,-0.115854,0.051952,0.030047,-0.262821,-0.184849,-0.170854,0.014238,0.098849,-0.54359,0.138058,0.553506,0.045777,-0.005551,0.299754,0.034815,0.02439,0.089895,0.076249,-0.185629,0.07568,0.047687,-0.013442,-0.005826,0.050074,0.048503,0.223583,-0.275641,0.125527,-0.106383,0.028418,-0.067532,-0.218905,-0.157553,-0.089299,0.139304,0.17673,-0.05247,0.12638,0.934783,0.16625,-0.022086,0.144565,0.221014,0.098,0.070748,0.071744,-0.074238,0.050251,-0.133518,0.030963,-0.117966,0.04776,-0.127072,0.286013,0.27892,-0.02661,0,0.059823,0.351632,0.09306,0.014306,-0.041802,0.036074,-0.018413,0.067961,0.297892,0.231852,0.092135,0.131961,0.059896,-0.088602,0.012452,-0.1875,0.339202,-0.00413,0.18037,0.12606,-0.048642,-0.042361,0.326027,0.045526,0.407233,0.031373,0.101554,0.114666,0.039939,0.378043
Y2009M1,0.040168,-0.042319,-0.13058,-0.176883,-0.116875,0.373802,0.482759,0.009992,-0.071363,0.234783,0.403834,-0.236364,0.165153,-0.081628,-0.175,-0.172665,-0.339667,-0.065839,0.036726,0.00189,0.06156,0.07746,-0.112852,-0.147399,-0.323529,0.036364,0.025742,-0.02631,-0.083401,-0.214895,-0.068734,0.01627,0.035398,-0.138425,-0.142857,-0.151232,0.013955,-0.184713,-0.150715,0.267963,-0.182209,-0.051484,-0.116815,-0.030501,0.042697,0.066452,-0.179423,0.068269,-0.020771,-0.163934,0.006295,-0.012053,0.184567,-0.084689,0.211727,-0.072082,0.108438,-0.096669,-0.348101,-0.241883,-0.097487,-0.074904,-0.330422,0.212549,-0.304793,-0.050827,-0.012694,-0.187101,-0.068042,-0.039055,-0.400758,0.035366,0.246875,-0.135803,0.091287,0.148863,-0.012821,-0.048848,0.077077,-0.345937,0.169613,0.085516,0.075492,-0.093039,-0.229695,-0.158291,-0.078361,-0.144134,0.088997,0.003604,-0.04739,0.08104,-0.12
Y2009M2,-0.14403,-0.117433,-0.076628,-0.017021,0.019108,-0.302326,0.465116,-0.012719,-0.095566,-0.295775,-0.025282,-0.357143,-0.086463,-0.096134,-0.257576,-0.091887,0.111511,-0.527926,-0.016544,-0.226415,-0.093729,-0.020772,-0.32973,-0.106591,-0.23913,0.199847,-0.126226,0.079079,-0.111821,-0.170529,-0.095427,0.019704,0.025641,0.036011,-0.152778,-0.04344,-0.175847,-0.671875,-0.060881,-0.249,-0.161403,-0.178289,-0.04119,0.025843,-0.321121,-0.269347,-0.057594,-0.062842,0.015723,-0.056645,-0.012199,-0.123904,-0.017415,-0.114218,0.120364,-0.112207,-0.115607,-0.119829,-0.533981,-0.025696,-0.247216,-0.010047,-0.226374,0.050653,-0.188421,-0.142491,-0.122857,-0.118861,-0.084903,-0.033104,-0.190898,0.039735,-0.171574,-0.138095,-0.120635,-0.019472,0.08,-0.074774,-0.000286,-0.209992,-0.026621,-0.283148,-0.148525,-0.176384,-0.02024,-0.124378,-0.110488,-0.063969,0.009602,0.014363,-0.071327,-0.108911,-0.22197
Y2009M3,0.092398,0.180995,0.156846,-0.01948,0.071296,0.033333,1.184127,-0.016605,0.190632,0.54,-0.005131,0.481482,0.031808,0.320809,0.183673,0.193219,0.116505,-0.102817,-0.007131,0.095098,0.104167,-0.187879,-0.155914,0.078415,-0.185714,0.13096,0.079471,0.010543,0.074293,0.185945,0.084698,-0.007246,1.408333,0.136364,0.311475,0.203892,-0.12,1.380952,0.491035,0.041083,0.103818,0.305505,-0.013365,0.251917,-0.015873,0.031637,0.096986,0.045276,-0.012384,-0.143187,-0.061115,0.059889,0.049219,0.120925,-0.03921,0.031944,-0.018327,0.077664,1.104167,-0.089011,0.113905,0.105672,0.46875,-0.0478,-0.063554,0.080912,0.188925,0.048373,0.065699,-0.097712,0.221338,0.233993,0.032298,0.676796,0.198556,0.011092,0.070187,0.078746,-0.278468,0.285195,0.019207,0.069474,0.123059,0.247312,0.19524,0.14858,0.076629,0.012552,0.052809,-0.045734,0.036003,0.150794,0.067647
Y2009M4,0.085061,0.327315,0.020086,0.168874,-0.00566,0.832258,0.427326,0.089683,0.053065,0.961039,0.131604,0.075,0.259387,0.204595,0.081633,0.28507,0.733333,0.6384,0.010886,0.111383,0.233154,0.087313,0.184076,0.127443,0.204678,0.136593,-0.14458,-0.025749,0.078638,0.217151,0.142459,-0.250608,0.512111,0.169412,0.2125,0.202848,0.003788,0.38,0.349676,0.336027,0.025949,0.202389,0.1224,-0.027122,0.329032,0.156,0.231269,0.112488,0.388715,0.541779,-0.005734,-0.001239,0.074559,0.029085,0.081111,-0.009749,0.224832,0.153864,1.495049,1.04703,0.119522,0.13013,0.085106,0.09728,0.689058,0.002645,0.761644,0.507236,0.065535,0.081479,-0.019557,-0.162133,0.123171,-0.100494,0,0.004417,0.141828,0.099572,0.128713,0.065611,0.059774,0.153,0.072131,0.381159,0.063389,-0.074257,0.157059,0.112397,0.065229,-0.087233,0.083193,0.004274,0.12213
Y2009M5,0.068828,0.211057,0.157525,0.047214,-0.047285,-0.285211,0.10998,0.176221,-0.235447,0.34106,0.033443,0.31783,0.159903,-0.009865,0.584906,-0.043524,-0.227425,-0.158203,0.215368,-0.166333,0.065574,0.177163,-0.22539,0.133842,0.213592,0.116222,0.119556,0.059702,0.048562,0.1645,0.043932,-0.025974,0.585812,0.221328,0.113402,0.148649,-0.037736,0.224638,0.024218,0.138172,-0.116628,0.055231,0.107328,0.122302,0.317961,0.117647,-0.040162,0.126516,0.102088,0.323427,0.033858,0.068238,0.008712,-0.005396,0.038852,0.02391,0.115952,0.034007,0.011905,0.294438,0.120996,0.033923,-0.124777,0.028974,0.173842,0.070266,-0.142302,0.041397,0.040153,0.057203,-0.095745,0.374351,0.104945,-0.179487,0.304217,0.057522,0.396293,0.046251,-0.280702,0.025478,0.059143,0.275165,0.167176,0.049843,-0.014329,0.148663,0.019616,0.186231,0.035074,0.05176,0.017339,0.157447,-0.027005
Y2009M6,0.01313,-0.070584,-0.041312,-0.040577,-0.086627,0.059113,0.004587,0.121008,0.003409,-0.306173,-0.024679,0.029412,-0.079373,-0.012915,-0.404762,0.055046,-0.064935,-0.197216,-0.19132,0.002404,0.011282,0.084068,-0.234028,-0.018796,-0.204,-0.033673,0.023867,0.06428,-0.00524,-0.02652,-0.005101,-0.026667,0.278499,0.243822,-0.094907,-0.081233,-0.119608,-0.31361,-0.020299,-0.085366,0.071315,-0.030992,0.03114,0.039263,0.47698,-0.141383,0.029035,0.045066,-0.145263,-0.128137,0.073106,0.0236,-0.022611,0.033714,-0.021604,0.01511,0.007844,0.018138,-0.282353,-0.064151,-0.048677,-0.00878,0.121399,0.026689,-0.021656,0.026823,0.18495,0.093399,0.012868,-0.062768,-0.073353,-0.134656,0.045226,-0.002232,-0.133949,0.015993,-0.14188,0.012215,-0.02439,0.212388,0.017227,0.097909,0.026201,-0.071964,-0.022487,0.045391,0.007991,-0.015658,-0.017501,0,0.08062,0.033088,0.019467
Y2009M7,0.035116,0.080078,0.186627,0.307331,0.188531,-0.069767,-0.037443,0.051831,0.287656,0.064057,0.099846,-0.017143,0.119115,0.075701,3.58,0.016,0.662037,0.273529,0.026977,0.203837,0.138945,0.177332,0.141432,0.109305,0.386935,0.200367,-0.031324,0.08107,0.084292,0.132829,0.089511,0.383562,0.244921,0.189404,0.033248,0.000305,0.140312,-0.433621,0.113388,0.076,0.091411,0.196896,-0.001887,0.098689,0.178304,0.158654,0.16556,0.060811,0.216749,0.069697,0.012639,0.059293,0.103944,-0.037632,0.088462,-0.019608,0.129719,0.091439,0.759563,0.487903,0.338154,0.115151,0.190826,0.032421,0.21171,0.067439,0.13466,0.388977,0.051578,-0.090459,0.253635,0.070161,0.082524,0.06264,-0.069333,0.005,0.070534,0.071264,-0.05,-0.037854,0.047143,0.101282,0.133043,-0.003252,0.074815,-0.024064,0.093072,0.064687,0.129381,0.052209,-0.030303,0.031707,0.059361
Y2009M8,0.037472,-0.038698,0.048687,-0.005751,0.034586,0.0975,0.077799,0.041947,0.124011,0.0301,0.145497,-0.156977,-0.026356,-0.001747,-0.131004,0.002739,0.293872,0.095843,-0.083515,0.055777,0.012912,0.095415,-0.065131,0.054007,-0.028985,0.16272,0.006486,-0.031574,0.040457,0.090086,0.049608,-0.133663,0.118767,-0.108018,-0.019802,0.204044,-0.003906,2.449772,-0.035174,0.001549,-0.036815,-0.001201,-0.032905,0.017894,-0.182011,0.096473,-0.039872,0.055714,0.344398,-0.007082,-0.010181,0.026911,0.024382,0.039885,0.09072,0.015714,-0.02922,0.029332,0.338509,-0.025407,-0.130507,0.016722,0.14792,0.029649,0,0.02627,-0.002023,-0.02028,0.01558,0.024476,-0.072165,-0.017945,0.036199,-0.016842,0.060172,0.025021,-0.05665,0.019806,0.736842,0.010058,0.057116,0.019383,0.00614,0.028276,0.00335,0.008219,0.054951,0.126494,0.005681,0.034351,-0.012083,-0.021277,0.179467
Y2009M9,0.020984,0.047969,0.045383,0.054953,-0.052827,0.070615,0.026408,0.124487,-0.140063,0.123377,0.015691,0.034483,0.20406,-0.020301,0.286432,-0.089792,0.289559,0.108535,0.058707,0.192453,0.172747,-0.082452,0.121495,0.050423,0.097015,0.103811,0.158706,-0.018252,0.023306,0.044285,0.062955,-0.11,0.029984,-0.028714,0.474748,0.089059,-0.062745,-0.026914,0.16596,0.094811,0.055184,0.139216,0.004302,0.09372,0.122898,-0.047304,0.029181,0.066212,0.160494,0.048502,0.061714,0.00619,0.048976,-0.035732,0.02848,0.09564,0.148873,0.055688,0.296984,0.231092,0.361377,0.105263,-0.101351,0.0611,0.087213,0.022847,0.27973,0.17754,0.0234,0.180034,0.004237,0.060906,0.092071,0.042827,0.251351,0.030606,0.130916,0.043319,0.106061,0.242495,0.045137,0.060174,0.122044,0.044421,0.056304,0.178234,0.053182,0.139699,0.013215,0.068266,-0.030949,0.045894,0.070451
Y2009M10,-0.032043,-0.021223,-0.075349,0.0939,-0.049385,0.165936,0.068611,-0.085158,-0.180164,0.109827,-0.125614,-0.02,0.114121,0.020007,0.101563,-0.083646,-0.208681,-0.014423,0.023943,-0.030063,0.013868,0.126728,-0.07803,-0.022833,-0.05102,-0.18006,0.01136,-0.001582,0.000661,-0.056455,-0.044288,-0.104334,-0.252557,-0.132391,-0.020548,0.001168,0.148536,-0.237815,-0.176332,0.041545,0.007343,-0.094977,0.014797,-0.034452,-0.331797,-0.129096,-0.073428,-0.025823,-0.049202,-0.054422,0.029389,-0.020928,-0.003236,-0.041232,-0.053521,-0.049072,-0.003772,-0.064907,-0.214669,-0.131968,-0.142556,-0.0625,0.058647,-0.012966,-0.136043,-0.013754,0.022703,-0.060629,-0.026162,-0.044824,-0.004219,-0.078999,-0.024797,0.063655,-0.049676,-0.057011,-0.04456,-0.01319,0.09589,0.056806,-0.043327,-0.042265,-0.092669,-0.020377,-0.049407,0.039215,-0.057049,-0.04422,0.008361,-0.024605,0.071661,-0.03796,-0.066438
Y2009M11,0.098438,0.058434,-0.009174,0.016291,0.309859,-0.029179,0.12199,0.155015,0.014428,0.085938,0.000909,-0.136054,0.124755,0.061641,-0.024823,-0.017601,0.064346,-0.080976,0.058823,0.088091,0.139002,-0.138101,0.107642,0.044344,0.483871,0.082033,0.050144,0.048867,0.070657,0.035967,0.050754,0.084229,0.081053,-0.08,0.146783,0.003749,0.120219,-0.155265,-0.010152,0.032865,0.071982,0.034981,0.021105,-0.147301,0.194828,0.185861,-0.020008,0.08623,-0.1266,0.02446,0.018553,0.092982,-0.00033,-0.024088,0.02223,0.101813,0.039667,0.031244,-0.020501,0.181193,-0.104832,0.04881,0.035765,-0.026178,-0.019134,0.076229,0.112545,0.138786,0.044298,0.029372,-0.063559,0.173149,0.02479,-0.084942,0.036364,0.040034,0.099461,0.059634,0.25,0.03301,-0.024875,-0.00814,0.096037,0.159126,0.078987,0.07624,0.046649,0.199175,0.052152,0.021622,0.035938,-0.004932,0.026395
Y2009M12,-0.026327,0.119003,0.040305,0.017263,-0.045479,0.007519,0.130186,0.065461,0.094092,0.11271,0.013923,1.952756,0.012557,0.008958,0.287273,-0.051667,0.265936,-0.058386,0.045549,-0.025487,0.115222,0.050548,0.01632,-0.002011,-0.028985,0.069104,0.032263,0.064217,0.008597,-0.0192,0.061376,0.021488,0.037975,0.238325,0.054942,-0.021942,-0.034146,0.055634,0.092977,0.107684,0.014662,0.076031,0.098083,0.026824,0.079365,0.175,0.072353,0.002481,0.07329,0.176966,0.022982,0.018299,-0.006089,0.006723,-0.015985,0.020253,0.050767,0.079242,0.125581,0.118862,0.379689,0.079455,0.088398,0.025068,0.051167,0.019449,0.09652,0.081593,0.044645,0.116022,0.043011,-0.087648,0.197107,0.031646,0.127193,0.018122,-0.024855,0.033165,-0.2,0.098132,0.018379,0.078951,0.02815,-0.013908,-0.00174,-0.071699,0.067974,0.048253,0.036011,0.049171,0.042113,0.110285,-0.035656
Y2010M1,0.003368,-0.158533,-0.056021,-0.10303,-0.006876,-0.067164,-0.187342,-0.045539,0.052,0.135776,0.04207,-0.248,-0.111609,-0.047353,0.511299,0.004394,-0.155783,0.104427,-0.044793,0.076923,-0.152212,-0.03813,0,-0.065965,0.08209,-0.094132,-0.061765,0.009612,-0.033823,-0.055918,-0.035696,-0.011327,-0.258912,-0.084525,0.204409,-0.085203,0.010101,-0.191795,-0.080783,-0.041013,-0.101357,-0.04618,0.04757,-0.042842,-0.010695,-0.033552,-0.091971,0.034934,0.030912,-0.070406,0.002483,0.006759,0.049104,-0.02059,0.012228,-0.025608,0.093602,-0.037316,-0.194215,-0.150623,-0.129973,0.002103,-0.23731,-0.003142,-0.171889,-0.016082,0.053322,0.081172,-0.037319,-0.06987,0.044183,-0.111747,-0.075628,-0.02454,-0.01751,0.030106,-0.103653,-0.045986,0.25625,-0.0349,0.023932,0.025309,-0.024983,-0.092406,0.006972,-0.088213,-0.025781,-0.170715,-0.065011,0.036234,-0.07635,0.036655,0.066147
Y2010M2,0.040253,0.015146,0.123683,0.154054,0.068675,-0.216,-0.056854,0.036228,0.029468,0.039848,0.018024,-0.031915,0.080264,0.0479,-0.099065,0.132108,0.075489,0.125385,0.017477,0.111429,0.030209,-0.093498,-0.021898,-0.010168,0.041379,0.160374,0.204315,0.061284,0.029985,0.024026,0.052759,0,0.034177,-0.153409,0.178466,0.126834,0.01,0.022286,0.029516,0.075766,-0.027843,0.002641,0.058478,0.180131,-0.117568,0.048264,0.063927,-0.019441,0.052474,0.03466,0.020644,0.003836,-0.000895,-0.042187,0.028809,0.023653,0.035992,0.044751,0.066667,0.036113,0.106707,0.017139,0.031879,0.007279,0.088905,0.006378,0.141021,0.05816,0.028938,-0.010777,0.088858,0.019333,0.026957,0.268344,-0.033663,0.002383,-0.086572,0.03872,-0.014925,0.224407,0.028465,0.061518,0.001423,0.029738,0.024926,0.033333,0.049035,0.074477,0.043468,0.033113,0.0194,-0.025414,-0.024181
Y2010M3,0.025636,-6.7e-05,0.077986,0.033372,0.056733,-0.043367,0.254335,0.064773,0.038781,0.308394,0.054796,-0.194139,0.15542,0.110964,0.018672,0.061148,0.383882,-0.049315,0.065476,0.329049,0.084305,0.005236,0.084328,0.064409,0.109271,0.108358,0.062227,0.051158,0.053405,0.075171,0.070161,-0.001637,0.105263,-0.030201,0.477273,0.074884,0.006601,0.37828,0.241431,-0.02775,0.156311,0.097454,-0.058025,0.025902,0.064318,0.006462,0.101221,0.030606,0.108262,0.111662,0.035329,0.026689,0.009186,0.067938,-0.001954,-0.012837,0.083531,0.082394,0.091346,0.084379,0.140496,0.03542,0.108943,0.007997,0.199055,0.019029,0.061972,0.002852,0.053291,0.088193,0.067105,0.045766,0.052612,0.176859,0.080021,-0.023904,0.128898,0.059167,-0.136364,0.148087,0.001424,0.02108,0.059702,0.03769,0.096527,0.022699,0.062247,0.08567,0.008572,0.067308,0.027137,0.046485,0.126474
Y2010M4,0.027092,-0.102152,-0.122711,-0.081586,0.027162,0.026667,0.093483,0.004993,0.163556,0.297071,0.014052,-0.15,-0.041323,0.055456,0.10998,-0.082117,0.308704,0.115942,0.015987,0.015474,0.065458,0.014062,-0.002065,-0.039384,0.026866,0.049825,-0.061324,-0.06896,0.01456,-0.014831,0.036241,0.131148,0.053156,0.00519,0.205714,0.074427,0.022951,0.139426,0.061295,0.084068,0.003387,0.037,-0.057667,0.041479,-0.02446,0.131621,0.051145,0.040318,0.023136,0.059152,0.042199,-0.038905,0.00341,0.123884,0.039901,0.069892,-0.042137,0.056746,0.447137,0.115668,-0.111111,0.060777,0.038123,0.015289,-0.002814,-0.042492,0.117374,0.035705,0.017898,0.023929,0.149199,0.10303,0.036071,0.342697,0.051134,-0.015599,0.050092,0.015187,-0.040936,0.018696,0.013972,0.000507,0.03206,0.019924,0.073436,0.123863,0.048647,0.006456,0.005848,0,-0.01767,0.03,0.059628
Y2010M5,-0.081305,-0.006908,-0.112213,-0.137569,-0.108858,-0.067506,-0.013245,-0.057975,-0.148969,-0.145161,0.014668,-0.197861,-0.112018,-0.151816,-0.111927,-0.02505,-0.164115,-0.174026,-0.162864,-0.159048,0.086819,0.048062,-0.073103,-0.113766,-0.129845,-0.042073,0.012482,-0.063523,-0.074921,-0.111613,-0.072911,0.018841,-0.161935,-0.048193,0.080569,-0.11848,-0.150641,-0.090488,-0.078698,-0.022738,0.021941,-0.151398,-0.131789,0.052814,-0.336283,-0.139007,-0.060565,-0.06568,-0.144133,-0.157007,-0.033459,-0.065091,-0.00018,-0.022964,0.021922,-0.001256,-0.068498,-0.075366,-0.243531,-0.103911,-0.160326,-0.107702,-0.169275,-0.00719,-0.144187,-0.075622,-0.014837,-0.104809,-0.072313,-0.051356,-0.108369,0.001433,-0.093403,-0.115063,-0.046931,0.005034,-0.108575,-0.082632,0.121951,0.029449,0.014537,-0.084949,-0.072042,-0.030698,-0.085479,-0.023294,-0.075401,-0.129722,-0.023953,-0.135878,-0.077152,0.016181,-0.043096
Y2010M6,0.031416,-0.126501,0.015873,-0.005722,-0.056618,-0.008384,-0.145821,0.080876,-0.256733,-0.077987,0.017431,0.06,-0.10445,-0.07628,-0.247934,-0.081464,-0.288495,0.005241,-0.05188,0.039638,-0.00982,0.086785,-0.063988,-0.017271,-0.14922,0.015265,-0.073557,-0.051623,-0.034984,-0.040566,-0.06202,-0.159317,-0.218319,-0.03255,-0.122807,-0.107339,-0.056604,-0.026569,-0.055408,0.032226,-0.092485,0.022333,-0.057959,-0.162007,-0.133333,-0.088962,-0.094298,0.033206,-0.074516,-0.06125,-0.008303,-0.017968,0.017894,-0.023469,0.003597,-0.074214,-0.0162,-0.077509,-0.269618,0.0312,-0.005663,-0.057895,-0.164384,0.012264,-0.127926,0.003101,-0.073795,-0.022152,-0.063421,-0.072308,-0.019536,0.030057,0.05444,-0.198582,-0.119318,0.052057,-0.030358,-0.056853,-0.25,-0.012783,0.007832,0.06236,0.054131,-0.047985,-0.093531,0.059432,-0.069178,-0.005733,-0.01421,0.013428,-0.056493,0.004246,0
Y2010M7,0.066909,0.197838,0.195828,0.010791,0.009324,-0.067416,0.028571,0.237293,0.060386,0.199181,0.040089,-0.012579,0.141684,0.090909,-0.038462,0.053874,0.361223,-0.003148,0.064561,0.010893,0.133744,-0.019964,-0.04849,0.138118,0.044503,0.173833,0.005834,-0.060396,0.072266,0.128545,0.069121,-0.00846,0.239165,0.011215,-0.035,-0.064234,0.056,0.117015,0.081218,0.18439,0.030762,0.09707,-0.001733,0.03631,0.184615,0.22604,0.010896,0.066044,0.064815,0.086551,0.034356,0.013121,0.026283,0.045977,0.025549,0.074543,0.06525,0.067158,0.165289,0.108205,0.432872,0.017877,0.077869,0.011572,0.045369,0.017969,-0.002602,0.040397,0.066,0.123067,0.067248,-0.061603,0.058303,-0.10767,0.096774,0.002087,0.119226,0.074836,0.478261,0.068594,0.040548,0.077763,0.076289,0.096856,0.142556,0.005298,0.068476,0.056837,0.039844,0.041593,-0.053848,0.050921,0.07464
Y2010M8,0.034668,-0.043939,-0.040139,-0.07331,-0.061778,0.057229,-0.061111,0.039875,-0.084282,-0.086462,0.034617,-0.286624,-0.03777,-0.13251,-0.234286,-0.143219,-0.248818,-0.056842,-0.062325,0.028578,-0.04539,-0.022346,-0.080201,-0.047365,0.112782,-0.022247,0.020512,0.03999,-0.039313,-0.069857,-0.045157,-0.194539,-0.064119,0.086876,-0.056995,-0.067366,-0.049242,-0.118014,-0.043818,0.008361,-0.139421,-0.025688,-0.078125,-0.139205,-0.041126,-0.211652,-0.07984,0.02768,-0.07052,-0.078431,0.021814,-0.016451,0.044083,-0.04508,0.048885,0.01178,-0.028734,-0.074439,-0.182033,-0.245951,-0.199886,-0.040249,-0.011407,0.038973,-0.093671,-0.000214,-0.126182,-0.192892,-0.040204,-0.153531,-0.079347,0.043682,0.040759,-0.173554,-0.009784,0.009182,-0.081639,-0.047246,0.02951,-0.146984,0.029786,0.036567,0.033206,-0.05178,-0.011231,0.060606,-0.053431,0.077163,-0.035981,-0.030717,-0.074271,0.036083,-0.015286
Y2010M9,0.026066,0.140675,0.090346,0.270353,0.032205,0.176638,0.212278,0.118513,0.089552,0.127024,-0.042869,-0.044643,0.168972,0.117353,0.466418,0.10466,0.197482,0.172991,0.178507,0.224699,0.233036,0.137619,0.123524,0.113563,-0.054054,0.158584,0.067875,0.042078,0.078853,0.074128,0.106956,0.167373,0.222145,0.204082,0.054945,0.103612,0.167331,0.152372,0.152755,0.053577,0.078675,0.119272,0.020245,0.115512,-0.056433,0.140318,0.188597,0.056005,0.06136,0.132979,0.056394,0.090533,0.002393,0.060399,-0.006927,0.081177,0.032467,0.124382,0.193642,0.212477,-0.073101,0.092642,0.246602,-0.015455,0.119713,0.08528,0.156716,0.070596,0.102796,0.139235,0.101673,0.095532,0.017687,0.21,0.190076,0.032905,0.078786,0.107769,-0.023902,0.150887,0.001381,0.046498,0.064895,0.102389,0.045298,0.100466,0.101619,0.160637,0.089418,0.051056,0.162529,0.097512,0.113238
Y2010M10,-0.004174,0.11648,-0.02036,0.065901,0.041417,-0.104116,0.002441,-0.040497,-0.103881,0.121547,0.013487,0.149533,0.038547,-0.003099,-0.29771,-0.024619,0.038765,0.115789,0.066137,0.022241,0.069492,-0.000628,-0.192401,0.046764,0.17381,0.004761,0.029366,-0.016493,0.032369,0.021566,0.040869,0.030853,0.06342,0.206215,0.171875,0.025215,0.16041,0.074425,0.177788,0.119794,-0.017442,0.016826,0.027227,-0.148915,-0.023923,-0.032814,0.039114,0.002759,0.013672,0.174883,0.059394,0.022302,-0.022481,0.104012,-0.022687,0.074663,0.018182,0.041482,-0.016949,-0.001019,0.099541,0.070482,0.448598,-0.001499,-0.001069,0.021125,0.112903,-0.073271,0.048055,0.06189,-0.007009,0.018815,0.028889,0.161983,0,-0.034375,-0.01659,0.051751,0.024488,0.16293,0.014916,-0.012195,-0.003534,0.029804,0.009746,0.046894,0.02911,0.226309,0.070523,0.008532,-0.026352,-0.016698,-0.028501
Y2010M11,-0.0145,0.171512,-0.064282,-0.017584,-0.031508,0.135135,0.023128,-0.011442,-0.202548,-0.073892,-0.085287,0.04878,-0.014312,0.03302,0.144928,0.019275,0.012018,0.02916,0.111376,-0.029289,-0.043568,0.014944,0.218218,-0.081777,-0.075051,0.08924,0.052238,-0.031802,-0.007002,-0.048222,0.021443,0.107394,0.054313,-0.087822,0.017733,0.123619,0.023529,-0.017139,0.077819,0.049061,0.031558,-0.007722,0.086703,0.019699,0.046569,0.02799,0.032315,-0.047018,-0.016503,0.156843,-0.015053,-0.028874,-0.045376,0.02961,-0.041782,0.036447,0.030769,0.034851,0.024631,0.070627,-0.186629,-0.152542,-0.045405,-0.075503,-0.041028,-0.037123,0.017681,-0.010116,0.025958,0.024404,0.045882,-0.005944,6.6e-05,-0.118065,0.023294,-0.01546,0.049984,0.009858,-0.066756,0.32358,-0.045823,-0.028994,-0.021271,0.00432,0.048411,0.004288,0.014075,-0.043721,-0.010376,0.01753,0.003663,-0.009434,-0.103945
Y2010M12,0.064633,0.11524,0.159607,0.334296,0.179726,0.023786,-0.044021,0.020638,0.201278,0.026596,-0.022998,0.062093,0.091225,0.01716,0.477848,0.134512,0.174922,-0.02,0.094076,0.050862,0.079128,0.111157,-0.014035,0.086686,0.554825,0.12398,0.080751,0.041767,0.054198,0.086553,0.068596,-0.057234,-0.015151,0.014121,0.091751,0.036517,0.034483,0.395495,0.049087,0.034423,0.068356,0.136911,0.1389,0.084091,0.187354,0.051155,0.080153,0.022807,0.019177,0.146805,0.066378,0.046063,-0.046337,0.046786,-0.084194,0.089835,-0.017917,0.080371,0.295673,0.12877,0.167808,0.056538,-0.041903,-0.043047,0.142113,0.047425,0.140985,-0.009758,0.048054,0.027536,0.119726,0.051249,0.002658,0.232258,0.091057,-0.047381,0.142156,0.055369,-0.153061,0.036931,-0.069256,-0.023926,0.019462,0.100215,0.034935,0.072905,0.076086,0.009038,0.037466,0.040974,0.094282,0.065714,0.092146
